"Date","Price","Open","High","Low","Vol.","Change %"
"13-09-2024","1,452.10","1,472.95","1,475.65","1,450.00","1.68M","-1.39%"
"12-09-2024","1,472.60","1,444.00","1,475.00","1,440.20","4.00M","2.94%"
"11-09-2024","1,430.60","1,454.95","1,457.85","1,425.10","1.64M","-1.57%"
"10-09-2024","1,453.40","1,439.00","1,464.00","1,435.00","1.54M","1.22%"
"09-09-2024","1,435.90","1,431.00","1,441.60","1,411.00","1.62M","-0.45%"
"06-09-2024","1,442.40","1,465.60","1,468.75","1,427.55","3.34M","-1.58%"
"05-09-2024","1,465.55","1,476.75","1,476.80","1,463.00","959.96K","-0.44%"
"04-09-2024","1,472.10","1,472.00","1,475.15","1,461.05","1.12M","-0.50%"
"03-09-2024","1,479.55","1,494.50","1,498.10","1,476.60","882.48K","-1.00%"
"02-09-2024","1,494.50","1,490.00","1,499.50","1,478.80","2.05M","0.85%"
"30-08-2024","1,481.90","1,480.95","1,487.00","1,466.00","2.00M","0.40%"
"29-08-2024","1,476.05","1,472.05","1,483.00","1,452.60","3.36M","0.43%"
"28-08-2024","1,469.80","1,479.40","1,486.40","1,467.00","1.23M","-0.58%"
"27-08-2024","1,478.35","1,484.90","1,496.90","1,475.60","910.06K","-0.28%"
"26-08-2024","1,482.55","1,495.50","1,497.00","1,480.00","1.09M","-0.59%"
"23-08-2024","1,491.30","1,493.00","1,503.00","1,486.10","1.18M","-0.07%"
"22-08-2024","1,492.30","1,507.00","1,509.50","1,490.40","1.44M","-0.74%"
"21-08-2024","1,503.50","1,499.10","1,517.00","1,492.55","1.55M","0.73%"
"20-08-2024","1,492.55","1,504.95","1,510.00","1,486.30","990.64K","-0.26%"
"19-08-2024","1,496.45","1,500.95","1,507.00","1,490.00","1.34M","0.20%"
"16-08-2024","1,493.45","1,471.20","1,497.20","1,457.05","1.99M","2.15%"
"14-08-2024","1,461.95","1,488.00","1,488.00","1,452.00","2.65M","-1.45%"
"13-08-2024","1,483.45","1,505.85","1,517.45","1,479.50","2.49M","-1.20%"
"12-08-2024","1,501.40","1,500.00","1,524.25","1,457.35","9.23M","-2.11%"
"09-08-2024","1,533.80","1,541.50","1,543.50","1,519.00","1.50M","0.97%"
"08-08-2024","1,519.00","1,538.00","1,556.00","1,513.80","2.47M","-1.61%"
"07-08-2024","1,543.80","1,520.00","1,547.85","1,514.20","2.26M","3.33%"
"06-08-2024","1,494.10","1,524.90","1,539.75","1,488.10","3.16M","0.02%"
"05-08-2024","1,493.85","1,540.00","1,563.45","1,471.55","7.15M","-5.93%"
"02-08-2024","1,588.00","1,579.95","1,599.70","1,550.20","4.31M","-0.14%"
"01-08-2024","1,590.15","1,580.95","1,604.95","1,568.50","7.16M","1.29%"
"31-07-2024","1,569.90","1,557.00","1,577.90","1,547.00","2.62M","1.53%"
"30-07-2024","1,546.25","1,554.60","1,556.90","1,536.00","2.80M","-0.16%"
"29-07-2024","1,548.70","1,547.90","1,559.00","1,540.00","1.93M","0.39%"
"26-07-2024","1,542.75","1,495.90","1,547.90","1,490.00","4.50M","3.75%"
"25-07-2024","1,487.00","1,471.00","1,499.45","1,466.85","2.21M","0.15%"
"24-07-2024","1,484.80","1,508.00","1,513.55","1,480.00","2.20M","-1.50%"
"23-07-2024","1,507.35","1,468.00","1,517.00","1,419.00","5.99M","2.73%"
"22-07-2024","1,467.35","1,470.00","1,475.00","1,442.55","1.72M","-0.13%"
"19-07-2024","1,469.30","1,492.55","1,502.20","1,465.50","2.57M","-1.65%"
"18-07-2024","1,493.90","1,490.00","1,504.25","1,472.20","3.26M","-0.34%"
"16-07-2024","1,499.05","1,496.00","1,510.60","1,493.25","2.17M","0.27%"
"15-07-2024","1,495.05","1,494.00","1,505.00","1,485.30","1.91M","0.56%"
"12-07-2024","1,486.70","1,490.00","1,497.00","1,481.15","2.02M","0.19%"
"11-07-2024","1,483.85","1,495.00","1,498.50","1,477.90","1.77M","-0.27%"
"10-07-2024","1,487.80","1,492.00","1,494.45","1,460.00","2.08M","0.66%"
"09-07-2024","1,478.00","1,480.00","1,503.95","1,475.00","2.26M","0.18%"
"08-07-2024","1,475.30","1,496.00","1,501.05","1,469.00","2.18M","-1.68%"
"05-07-2024","1,500.45","1,508.00","1,509.50","1,493.90","2.11M","-0.21%"
"04-07-2024","1,503.65","1,514.65","1,520.00","1,494.35","2.98M","-0.46%"
"03-07-2024","1,510.65","1,479.80","1,514.00","1,470.80","4.44M","2.43%"
"02-07-2024","1,474.85","1,479.50","1,489.60","1,455.05","5.37M","0.02%"
"01-07-2024","1,474.50","1,483.00","1,491.40","1,471.60","3.37M","-0.24%"
"28-06-2024","1,478.10","1,480.00","1,494.00","1,445.00","11.53M","-0.50%"
"27-06-2024","1,485.50","1,475.60","1,494.00","1,459.00","7.80M","1.21%"
"26-06-2024","1,467.80","1,458.90","1,474.50","1,451.05","3.22M","0.80%"
"25-06-2024","1,456.15","1,466.15","1,468.90","1,437.00","3.34M","-0.28%"
"24-06-2024","1,460.25","1,474.85","1,479.65","1,450.20","3.01M","-1.70%"
"21-06-2024","1,485.50","1,479.95","1,498.90","1,470.00","25.89M","1.10%"
"20-06-2024","1,469.40","1,459.30","1,476.80","1,444.10","4.91M","1.45%"
"19-06-2024","1,448.40","1,446.00","1,452.00","1,420.45","4.48M","0.24%"
"18-06-2024","1,445.00","1,447.00","1,458.60","1,434.05","5.65M","1.00%"
"14-06-2024","1,430.70","1,409.00","1,442.00","1,395.45","5.65M","1.87%"
"13-06-2024","1,404.45","1,403.60","1,411.00","1,388.05","2.84M","0.75%"
"12-06-2024","1,393.95","1,411.75","1,414.45","1,390.60","3.26M","-0.68%"
"11-06-2024","1,403.45","1,391.00","1,418.80","1,384.05","4.12M","1.40%"
"10-06-2024","1,384.05","1,404.00","1,415.35","1,381.25","4.84M","0.38%"
"07-06-2024","1,378.85","1,357.70","1,385.00","1,355.05","5.88M","1.91%"
"06-06-2024","1,352.95","1,384.00","1,404.00","1,344.80","12.15M","-0.12%"
"05-06-2024","1,354.60","1,281.00","1,368.00","1,160.60","20.88M","8.46%"
"04-06-2024","1,248.95","1,558.00","1,558.00","1,188.00","52.11M","-21.15%"
"03-06-2024","1,583.95","1,549.00","1,621.40","1,535.00","23.40M","10.20%"
"31-05-2024","1,437.40","1,391.00","1,451.00","1,391.00","8.24M","3.90%"
"30-05-2024","1,383.50","1,410.00","1,413.65","1,373.65","3.48M","-1.88%"
"29-05-2024","1,410.00","1,406.00","1,427.85","1,382.90","3.21M","0.68%"
"28-05-2024","1,400.50","1,438.00","1,438.00","1,398.00","4.07M","-2.18%"
"27-05-2024","1,431.65","1,445.00","1,457.05","1,423.60","5.52M","1.10%"
"24-05-2024","1,416.10","1,435.00","1,444.95","1,382.15","19.10M","-1.89%"
"23-05-2024","1,443.35","1,384.00","1,448.80","1,369.90","7.82M","4.73%"
"22-05-2024","1,378.20","1,394.35","1,394.35","1,364.20","1.88M","-0.53%"
"21-05-2024","1,385.50","1,344.00","1,398.80","1,333.00","4.20M","3.38%"
"18-05-2024","1,340.20","1,342.00","1,345.20","1,335.10","192.53K","0.34%"
"17-05-2024","1,335.70","1,330.00","1,343.30","1,321.15","1.95M","-0.70%"
"16-05-2024","1,345.05","1,352.20","1,366.75","1,310.50","4.82M","0.54%"
"15-05-2024","1,337.85","1,337.85","1,353.95","1,333.00","2.19M","0.50%"
"14-05-2024","1,331.25","1,306.40","1,339.90","1,285.25","2.99M","1.90%"
"13-05-2024","1,306.40","1,267.00","1,313.00","1,261.65","2.50M","3.13%"
"10-05-2024","1,266.75","1,250.00","1,278.70","1,245.75","2.02M","1.78%"
"09-05-2024","1,244.55","1,279.00","1,285.80","1,240.00","2.59M","-2.56%"
"08-05-2024","1,277.25","1,293.35","1,293.70","1,269.05","1.63M","-0.81%"
"07-05-2024","1,287.65","1,291.10","1,301.15","1,265.00","3.47M","-0.18%"
"06-05-2024","1,289.95","1,322.50","1,322.50","1,257.00","4.00M","-2.30%"
"03-05-2024","1,320.30","1,353.00","1,354.00","1,310.45","3.53M","-1.38%"
"02-05-2024","1,338.80","1,333.95","1,348.70","1,306.55","7.99M","1.05%"
"30-04-2024","1,324.90","1,323.55","1,334.65","1,316.25","2.32M","0.58%"
"29-04-2024","1,317.25","1,334.30","1,335.75","1,307.00","2.19M","-0.55%"
"26-04-2024","1,324.60","1,340.00","1,341.60","1,321.10","2.57M","-0.45%"
"25-04-2024","1,330.55","1,320.50","1,336.95","1,316.80","6.10M","0.76%"
"24-04-2024","1,320.50","1,331.00","1,332.90","1,318.05","2.55M","-0.12%"
"23-04-2024","1,322.10","1,321.10","1,338.55","1,318.90","3.85M","0.08%"
"22-04-2024","1,321.10","1,321.10","1,331.00","1,315.00","8.90M","0.85%"
"19-04-2024","1,310.00","1,280.00","1,316.00","1,270.00","3.90M","1.12%"
"18-04-2024","1,295.55","1,315.95","1,336.50","1,291.00","6.22M","-0.67%"
"16-04-2024","1,304.35","1,302.00","1,322.00","1,294.40","2.70M","-0.85%"
"15-04-2024","1,315.55","1,320.00","1,335.00","1,308.60","3.37M","-2.13%"
"12-04-2024","1,344.20","1,350.00","1,358.40","1,341.00","2.18M","-0.60%"
"10-04-2024","1,352.30","1,359.00","1,359.90","1,348.20","3.98M","-0.31%"
"09-04-2024","1,356.50","1,356.15","1,364.90","1,346.10","1.94M","0.58%"
"08-04-2024","1,348.65","1,381.95","1,381.95","1,337.00","14.04M","-1.96%"
"05-04-2024","1,375.55","1,367.00","1,381.90","1,357.35","1.85M","0.64%"
"04-04-2024","1,366.85","1,408.60","1,408.60","1,362.25","4.20M","-2.17%"
"03-04-2024","1,397.20","1,399.85","1,402.00","1,389.20","2.73M","-0.49%"
"02-04-2024","1,404.15","1,397.80","1,424.95","1,388.20","5.77M","2.05%"
"01-04-2024","1,375.90","1,356.80","1,381.75","1,350.25","3.25M","2.54%"
"28-03-2024","1,341.85","1,334.00","1,358.70","1,314.00","4.19M","1.44%"
"27-03-2024","1,322.80","1,315.00","1,343.00","1,312.10","4.94M","1.43%"
"26-03-2024","1,304.20","1,281.60","1,314.00","1,281.00","3.61M","1.76%"
"22-03-2024","1,281.60","1,262.45","1,289.10","1,255.05","3.08M","1.52%"
"21-03-2024","1,262.45","1,260.00","1,268.70","1,251.30","3.16M","1.37%"
"20-03-2024","1,245.40","1,248.00","1,252.95","1,230.20","2.77M","0.34%"
"19-03-2024","1,241.20","1,271.05","1,272.85","1,237.25","2.31M","-2.01%"
"18-03-2024","1,266.60","1,250.00","1,270.05","1,227.25","4.86M","-1.28%"
"15-03-2024","1,283.00","1,273.80","1,288.85","1,256.65","4.02M","1.19%"
"14-03-2024","1,267.85","1,210.00","1,276.00","1,195.70","7.20M","4.82%"
"13-03-2024","1,209.55","1,307.00","1,308.00","1,188.10","8.67M","-7.05%"
"12-03-2024","1,301.30","1,335.00","1,346.95","1,293.45","3.14M","-1.93%"
"11-03-2024","1,326.95","1,331.00","1,342.35","1,322.05","2.22M","0.11%"
"07-03-2024","1,325.45","1,329.80","1,335.35","1,315.00","1.64M","0.05%"
"06-03-2024","1,324.80","1,342.70","1,344.60","1,304.00","2.76M","-1.01%"
"05-03-2024","1,338.30","1,344.05","1,354.95","1,334.00","1.82M","-0.32%"
"04-03-2024","1,342.60","1,345.25","1,356.55","1,336.40","2.17M","0.32%"
"02-03-2024","1,338.30","1,327.60","1,346.90","1,325.05","386.49K","1.23%"
"01-03-2024","1,322.10","1,335.00","1,349.00","1,312.40","3.30M","0.12%"
"29-02-2024","1,320.50","1,300.00","1,329.90","1,293.05","2.67M","1.62%"
"28-02-2024","1,299.50","1,334.50","1,334.90","1,295.15","2.12M","-2.25%"
"27-02-2024","1,329.45","1,336.85","1,339.20","1,314.25","2.20M","-0.65%"
"26-02-2024","1,338.15","1,320.00","1,343.00","1,316.75","2.80M","1.32%"
"23-02-2024","1,320.70","1,312.05","1,332.00","1,298.00","2.92M","0.74%"
"22-02-2024","1,310.95","1,296.00","1,317.00","1,281.00","2.56M","1.55%"
"21-02-2024","1,291.00","1,304.80","1,315.00","1,281.45","2.77M","-0.73%"
"20-02-2024","1,300.50","1,311.00","1,312.90","1,293.70","1.86M","-0.50%"
"19-02-2024","1,307.00","1,313.40","1,327.00","1,302.15","2.70M","0.01%"
"16-02-2024","1,306.85","1,269.80","1,311.00","1,265.55","5.48M","3.14%"
"15-02-2024","1,267.05","1,275.00","1,277.55","1,262.10","3.38M","-0.06%"
"14-02-2024","1,267.85","1,261.95","1,281.55","1,248.65","3.38M","0.24%"
"13-02-2024","1,264.80","1,249.95","1,271.00","1,226.65","2.25M","1.24%"
"12-02-2024","1,249.35","1,278.00","1,279.75","1,243.90","2.20M","-1.74%"
"09-02-2024","1,271.50","1,252.60","1,275.50","1,232.10","3.54M","2.11%"
"08-02-2024","1,245.20","1,264.05","1,264.50","1,236.75","3.35M","-0.83%"
"07-02-2024","1,255.65","1,280.00","1,286.35","1,252.15","3.36M","-1.37%"
"06-02-2024","1,273.10","1,266.00","1,284.60","1,248.85","4.41M","1.16%"
"05-02-2024","1,258.55","1,269.50","1,291.25","1,248.85","5.61M","-0.23%"
"02-02-2024","1,261.45","1,233.05","1,287.50","1,231.70","10.45M","3.50%"
"01-02-2024","1,218.85","1,213.60","1,239.50","1,200.30","7.43M","0.93%"
"31-01-2024","1,207.65","1,195.80","1,214.25","1,191.65","5.51M","1.71%"
"30-01-2024","1,187.35","1,200.00","1,217.20","1,181.00","4.68M","-0.78%"
"29-01-2024","1,196.65","1,155.00","1,204.90","1,151.00","6.77M","4.39%"
"25-01-2024","1,146.30","1,122.15","1,155.75","1,111.60","4.31M","2.29%"
"24-01-2024","1,120.60","1,138.00","1,146.75","1,118.35","18.37M","-1.45%"
"23-01-2024","1,137.10","1,199.15","1,207.20","1,130.25","7.20M","-4.69%"
"20-01-2024","1,193.00","1,158.90","1,198.75","1,150.00","2.52M","3.52%"
"19-01-2024","1,152.45","1,162.25","1,166.80","1,150.00","2.73M","-0.14%"
"18-01-2024","1,154.05","1,171.05","1,184.30","1,143.45","5.92M","-1.10%"
"17-01-2024","1,166.85","1,180.00","1,204.70","1,159.45","5.27M","-2.22%"
"16-01-2024","1,193.35","1,203.60","1,212.00","1,186.80","3.17M","-0.81%"
"15-01-2024","1,203.10","1,214.00","1,215.35","1,189.10","2.83M","-0.33%"
"12-01-2024","1,207.10","1,210.40","1,218.75","1,201.05","3.91M","0.34%"
"11-01-2024","1,202.95","1,221.00","1,223.60","1,200.00","3.72M","-0.94%"
"10-01-2024","1,214.35","1,220.00","1,220.00","1,197.00","7.04M","1.44%"
"09-01-2024","1,197.10","1,182.00","1,229.90","1,178.50","14.70M","2.42%"
"08-01-2024","1,168.85","1,160.00","1,182.00","1,152.00","8.76M","1.26%"
"05-01-2024","1,154.25","1,129.10","1,160.00","1,125.40","10.62M","2.76%"
"04-01-2024","1,123.20","1,117.00","1,131.00","1,103.55","9.77M","2.65%"
"03-01-2024","1,094.25","1,105.00","1,144.00","1,062.75","33.06M","1.47%"
"02-01-2024","1,078.40","1,047.85","1,082.90","1,031.10","6.34M","2.92%"
"01-01-2024","1,047.85","1,026.55","1,057.95","1,023.00","3.99M","2.29%"
"29-12-2023","1,024.35","1,021.80","1,034.90","1,017.60","2.43M","0.73%"
"28-12-2023","1,016.95","1,029.55","1,031.20","1,014.65","4.87M","-0.73%"
"27-12-2023","1,024.40","1,037.00","1,037.05","1,018.00","2.80M","-0.42%"
"26-12-2023","1,028.75","1,034.10","1,041.00","1,026.10","2.18M","0.12%"
"22-12-2023","1,027.50","1,034.00","1,050.95","1,019.00","5.25M","0.84%"
"21-12-2023","1,018.95","996.15","1,028.00","989.25","5.35M","0.67%"
"20-12-2023","1,012.15","1,078.00","1,083.85","1,005.00","8.47M","-5.76%"
"19-12-2023","1,074.00","1,095.00","1,099.00","1,068.60","5.99M","-1.86%"
"18-12-2023","1,094.30","1,079.00","1,102.40","1,072.75","5.45M","1.46%"
"15-12-2023","1,078.55","1,079.00","1,086.50","1,067.05","11.67M","0.36%"
"14-12-2023","1,074.70","1,080.00","1,089.90","1,063.00","8.00M","1.05%"
"13-12-2023","1,063.50","1,045.00","1,075.00","1,028.80","8.15M","2.07%"
"12-12-2023","1,041.95","1,037.05","1,048.45","1,023.25","4.90M","0.97%"
"11-12-2023","1,031.90","1,026.80","1,048.00","1,015.65","7.89M","0.87%"
"08-12-2023","1,022.95","1,048.00","1,055.00","992.30","12.20M","-1.61%"
"07-12-2023","1,039.65","1,029.00","1,058.75","1,021.65","14.84M","2.13%"
"06-12-2023","1,017.95","1,045.00","1,082.50","1,008.10","41.01M","0.48%"
"05-12-2023","1,013.10","884.00","1,024.30","880.00","46.56M","15.30%"
"04-12-2023","878.65","865.00","883.35","858.50","11.06M","6.14%"
"01-12-2023","827.80","839.20","839.20","825.50","2.93M","0.28%"
"30-11-2023","825.50","839.00","839.00","823.00","6.00M","-1.20%"
"29-11-2023","835.55","850.00","850.00","833.30","8.06M","-0.26%"
"28-11-2023","837.70","806.00","854.40","806.00","15.93M","5.30%"
"24-11-2023","795.55","795.90","802.95","785.00","4.42M","0.31%"
"23-11-2023","793.10","795.00","804.70","791.45","3.78M","0.15%"
"22-11-2023","791.90","804.00","804.95","788.55","3.21M","-1.18%"
"21-11-2023","801.35","805.00","814.90","799.30","3.64M","-0.28%"
"20-11-2023","803.60","810.05","816.00","801.10","3.23M","-0.80%"
"17-11-2023","810.05","811.70","821.95","809.05","3.22M","-0.44%"
"16-11-2023","813.60","814.40","818.40","808.10","1.69M","0.35%"
"15-11-2023","810.75","818.00","818.00","809.05","1.69M","0.11%"
"13-11-2023","809.85","810.00","828.00","807.50","1.05M","-0.22%"
"12-11-2023","811.60","816.70","816.70","811.00","265.15K","0.37%"
"10-11-2023","808.60","808.00","818.80","806.20","3.90M","0.30%"
"09-11-2023","806.20","825.00","827.70","798.10","4.98M","-1.53%"
"08-11-2023","818.70","802.00","823.80","800.05","5.12M","2.65%"
"07-11-2023","797.55","803.00","808.40","796.00","2.39M","-0.62%"
"06-11-2023","802.50","801.50","806.25","799.30","2.27M","0.89%"
"03-11-2023","795.40","780.00","798.80","777.30","4.31M","2.73%"
"02-11-2023","774.30","776.90","783.50","772.05","1.74M","0.68%"
"01-11-2023","769.10","784.75","790.50","767.20","2.69M","-1.99%"
"31-10-2023","784.75","789.80","791.10","782.50","2.83M","-0.03%"
"30-10-2023","785.00","785.90","794.40","779.80","3.52M","0.33%"
"27-10-2023","782.40","774.90","786.40","773.05","3.00M","1.56%"
"26-10-2023","770.35","764.00","771.80","754.50","3.86M","0.16%"
"25-10-2023","769.10","772.50","783.35","761.05","2.58M","-0.30%"
"23-10-2023","771.45","793.65","795.80","769.90","2.00M","-2.80%"
"20-10-2023","793.65","791.80","803.00","788.65","2.43M","0.10%"
"19-10-2023","792.85","796.75","797.30","787.45","2.86M","-0.72%"
"18-10-2023","798.60","808.95","809.05","795.40","2.27M","-0.81%"
"17-10-2023","805.10","812.00","814.40","804.00","2.16M","-0.07%"
"16-10-2023","805.65","818.50","818.50","803.25","2.66M","-1.00%"
"13-10-2023","813.75","812.00","824.80","805.85","3.80M","-0.15%"
"12-10-2023","814.95","818.55","823.25","812.55","2.56M","0.01%"
"11-10-2023","814.85","827.40","827.40","812.35","3.28M","-0.57%"
"10-10-2023","819.50","800.55","823.70","800.55","7.59M","3.73%"
"09-10-2023","790.05","815.00","818.80","785.00","5.99M","-4.90%"
"06-10-2023","830.75","830.00","836.50","826.40","1.88M","0.67%"
"05-10-2023","825.20","830.85","832.00","820.25","2.08M","0.07%"
"04-10-2023","824.60","830.95","845.45","819.35","4.10M","-0.82%"
"03-10-2023","831.40","826.00","836.75","824.25","2.45M","0.76%"
"29-09-2023","825.15","826.50","832.50","822.30","1.47M","0.25%"
"28-09-2023","823.10","833.25","841.35","819.15","5.06M","-0.91%"
"27-09-2023","830.70","825.80","833.00","821.50","2.46M","1.14%"
"26-09-2023","821.35","826.10","831.00","819.00","1.57M","-0.52%"
"25-09-2023","825.65","828.70","831.70","818.95","2.40M","-0.17%"
"22-09-2023","827.05","833.90","838.70","822.10","3.16M","-0.49%"
"21-09-2023","831.10","821.15","842.40","820.00","6.44M","1.60%"
"20-09-2023","818.05","832.00","837.60","815.00","3.02M","-1.59%"
"18-09-2023","831.25","848.05","848.05","828.15","2.80M","-1.70%"
"15-09-2023","845.65","846.00","854.60","841.50","4.01M","-0.49%"
"14-09-2023","849.80","854.05","857.85","841.00","6.23M","0.01%"
"13-09-2023","849.70","859.00","867.20","843.15","7.18M","-1.05%"
"12-09-2023","858.75","889.50","889.50","853.05","8.04M","-2.69%"
"11-09-2023","882.45","840.00","887.20","835.00","20.64M","6.96%"
"08-09-2023","825.00","810.90","828.80","810.15","11.68M","1.86%"
"07-09-2023","809.90","809.70","812.95","805.05","9.79M","0.35%"
"06-09-2023","807.05","806.00","808.50","800.45","6.73M","0.26%"
"05-09-2023","804.95","805.00","810.90","797.50","10.48M","0.49%"
"04-09-2023","801.05","807.55","811.75","795.55","12.52M","0.19%"
"01-09-2023","799.50","780.00","808.00","779.65","11.90M","0.92%"
"31-08-2023","792.20","803.90","810.90","787.70","10.00M","-3.24%"
"30-08-2023","818.70","828.00","833.00","816.60","8.59M","-0.59%"
"29-08-2023","823.55","809.50","830.80","800.05","5.94M","1.99%"
"28-08-2023","807.45","816.00","824.00","798.50","5.07M","0.11%"
"25-08-2023","806.60","823.00","830.40","803.50","4.44M","-1.92%"
"24-08-2023","822.35","834.00","844.40","820.20","4.69M","-0.41%"
"23-08-2023","825.70","858.55","862.45","820.10","4.75M","-3.37%"
"22-08-2023","854.50","863.90","869.00","853.35","8.04M","-0.43%"
"21-08-2023","858.15","840.10","864.10","838.50","17.43M","2.66%"
"18-08-2023","835.90","807.00","849.60","804.30","22.50M","3.24%"
"17-08-2023","809.65","778.00","813.60","776.85","14.01M","4.32%"
"16-08-2023","776.10","786.00","786.00","772.45","11.48M","-1.40%"
"14-08-2023","787.15","781.00","794.20","771.10","17.84M","-1.74%"
"11-08-2023","801.05","806.90","810.45","794.25","9.04M","-0.22%"
"10-08-2023","802.80","793.00","819.80","792.00","8.06M","1.48%"
"09-08-2023","791.10","792.70","806.85","784.00","7.01M","0.88%"
"08-08-2023","784.20","793.75","805.00","764.30","11.99M","-0.91%"
"07-08-2023","791.40","777.05","794.65","771.20","4.18M","2.08%"
"04-08-2023","775.25","776.45","779.90","768.75","2.76M","0.25%"
"03-08-2023","773.35","761.45","779.50","753.40","4.14M","1.56%"
"02-08-2023","761.45","767.00","773.90","751.55","3.02M","-0.51%"
"01-08-2023","765.35","778.95","781.00","761.60","2.59M","-1.61%"
"31-07-2023","777.85","758.65","780.00","754.40","5.85M","2.93%"
"28-07-2023","755.70","750.00","760.80","743.10","3.26M","0.93%"
"27-07-2023","748.75","753.90","758.85","741.90","2.24M","-0.52%"
"26-07-2023","752.65","752.95","765.40","745.00","5.87M","0.45%"
"25-07-2023","749.25","737.65","752.00","733.15","3.21M","1.90%"
"24-07-2023","735.30","730.00","740.25","728.45","1.92M","0.94%"
"21-07-2023","728.45","728.80","735.35","726.30","1.49M","-0.55%"
"20-07-2023","732.45","733.45","735.95","728.10","1.42M","0.14%"
"19-07-2023","731.40","731.90","735.45","729.00","1.04M","0.45%"
"18-07-2023","728.15","731.00","747.50","725.60","4.46M","-0.40%"
"17-07-2023","731.05","730.20","742.80","730.10","2.68M","0.68%"
"14-07-2023","726.10","718.65","727.45","714.70","2.04M","1.24%"
"13-07-2023","717.20","724.95","729.25","715.00","1.38M","-0.97%"
"12-07-2023","724.20","731.85","732.45","722.00","1.35M","-0.78%"
"11-07-2023","729.90","723.95","732.45","719.05","2.72M","1.36%"
"10-07-2023","720.10","722.00","730.00","708.00","5.14M","0.19%"
"07-07-2023","718.70","739.95","740.00","716.20","4.25M","-2.88%"
"06-07-2023","740.05","742.40","745.90","738.20","1.95M","-0.36%"
"05-07-2023","742.75","741.00","746.90","734.05","2.21M","0.14%"
"04-07-2023","741.70","740.05","751.00","735.00","3.26M","0.58%"
"03-07-2023","737.40","744.50","747.45","732.70","2.81M","-0.25%"
"30-06-2023","739.25","752.80","759.90","738.00","6.63M","-2.28%"
"28-06-2023","756.50","722.95","759.00","721.80","17.91M","5.03%"
"27-06-2023","720.25","724.35","730.45","716.00","6.94M","-0.57%"
"26-06-2023","724.40","710.00","726.30","705.10","5.70M","1.41%"
